pageName,diffURL,editor,lineDelta,comment
"List of Clarence episodes","http://en.wikipedia.org/w/index.php?diff=630002955&oldid=629969151","5p0g9cbq",0,""
"Family First New Zealand","http://en.wikipedia.org/w/index.php?diff=630002958&oldid=626521633","cqxu8o5w",16,"Disambiguated: [[religious right]] → [[Christian right]]"
"Ahimsa (1981 film)","http://en.wikipedia.org/w/index.php?diff=630002960&oldid=630002897","11nc69gv",-14,"/* Cast */"
"Alanya","http://en.wikipedia.org/w/index.php?diff=630002962&oldid=628842752","a8v85tb0",224,"/* Further reading */ add Seton Lloyd book on history"
"List of White Pass and Yukon Route locomotives and cars","http://en.wikipedia.org/w/index.php?diff=630002963&oldid=630002037","k3ohjlzj",0,"/* Existing White Pass Freight Cars and On-Rail Maintenance Equipment */"
"Ministry of Health and Welfare (Republic of China)","http://en.wikipedia.org/w/index.php?diff=630002964&oldid=628099300","snilcojg",-40,""
"Vincent Cassel","http://en.wikipedia.org/w/index.php?diff=630002965&oldid=628931129","172.26.209.32",173,"/* Personal life */"
"Eliane Chappuis","http://en.wikipedia.org/w/index.php?diff=630002966&oldid=630002360","67nduwav",55,""
"Fox (Hungary)","http://en.wikipedia.org/w/index.php?diff=630002967&oldid=630002182","172.27.243.232",2,"/* Primetime */"
"Pleven horse","http://en.wikipedia.org/w/index.php?diff=630002969&oldid=544809722","172.23.66.243",3,""
"Lechquellen Mountains","http://en.wikipedia.org/w/index.php?diff=630002972&oldid=629975829","ejwh9yyk",-104,"expand"
"Diljit Dosanjh","http://en.wikipedia.org/w/index.php?diff=630002973&oldid=629431959","172.18.147.114",91,"/* Singles */"
"Judy Garland","http://en.wikipedia.org/w/index.php?diff=630002977&oldid=630002563","ndzv5teh",9,"Undid revision 630002563 by [[Special:Contributions/77.57.54.96|77.57.54.96]] ([[User talk:77.57.54.96|talk]]) revert vandalism disguised as helpful edit."
"List of political families in the Philippines","http://en.wikipedia.org/w/index.php?diff=630002980&oldid=630002800","39p1svhe",26,""
"Stuart Hall (presenter)","http://en.wikipedia.org/w/index.php?diff=630002981&oldid=627158612","172.26.141.182",9,""
"Laila al-Othman","http://en.wikipedia.org/w/index.php?diff=630002987&oldid=630002920","1x9ekyv4",41,""
"Me? (EP)","http://en.wikipedia.org/w/index.php?diff=630002988&oldid=629870560","172.25.147.87",17,"/* Album information */"
"Blouse","http://en.wikipedia.org/w/index.php?diff=630002990&oldid=629415446","x3o0hnz2",-66,"/* Styles since World War Two */ Removing promotional link / spam"
"2014 African Women's Championship","http://en.wikipedia.org/w/index.php?diff=630002991&oldid=630002888","83t6imka",146,"/* Group A */"
"Jean Cusson","http://en.wikipedia.org/w/index.php?diff=630002993&oldid=630001456","sbmh694j",522,"/* Career statistics */"
"Big Sha","http://en.wikipedia.org/w/index.php?diff=630002994&oldid=630002029","0pv9ozv9",-39,""
"Franklin Parker","http://en.wikipedia.org/w/index.php?diff=630002995&oldid=629999072","1q1e75mr",278,"/* Filmography */ added 1946-47"
"Modesto, California","http://en.wikipedia.org/w/index.php?diff=630002996&oldid=627502637","fybr877d",36,"/* Notable people */ add"
"Dong Jin Kim","http://en.wikipedia.org/w/index.php?diff=630002999&oldid=629987123","172.27.232.50",68,""
"South Staffordshire Regiment","http://en.wikipedia.org/w/index.php?diff=630003000&oldid=623486857","172.17.186.207",31,"/* 1939 - 1945 */"
"Malaysian Army","http://en.wikipedia.org/w/index.php?diff=630003002&oldid=630002358","172.26.82.139",101,"/* Infantry Weapons */"
"Satyananda Saraswati","http://en.wikipedia.org/w/index.php?diff=630003007&oldid=629869821","zq12j9rq",-123,"Undid revision 629869821 by [[Special:Contributions/213.43.45.32|213.43.45.32]] ([[User talk:213.43.45.32|talk]]) rvt euphemism"
"Braille scale","http://en.wikipedia.org/w/index.php?diff=630003008&oldid=627655488","wg8clh80",1,""
"George H. Hermann","http://en.wikipedia.org/w/index.php?diff=630003009&oldid=630002747","23q4bs9v",31,""
"List of NFL nicknames","http://en.wikipedia.org/w/index.php?diff=630003010&oldid=629999359","6q5f6b3f",-88,"Undid revision 629999359 by [[Special:Contributions/104.39.4.174|104.39.4.174]] ([[User talk:104.39.4.174|talk]]) Poorly formatted"
"Donovan Morgan (American football)","http://en.wikipedia.org/w/index.php?diff=630003011&oldid=630002873","172.22.21.251",161,"/* Return to the AFL */"
"2014–15 Azerbaijan First Division","http://en.wikipedia.org/w/index.php?diff=630003013&oldid=629984914","172.30.214.94",2,"/* League table */"
"Rich Raddon","http://en.wikipedia.org/w/index.php?diff=630003018&oldid=630002695","28wbzzbv",22,""
"ECS Journal of Solid State Science and Technology","http://en.wikipedia.org/w/index.php?diff=630003019&oldid=629067159","2kvsgtcr",22,"dab"
"History of Spain","http://en.wikipedia.org/w/index.php?diff=630003020&oldid=629421545","172.21.222.128",-16,"/* Decline in the 17th century */"
"Ioannis Charalambopoulos","http://en.wikipedia.org/w/index.php?diff=630003021&oldid=629960269","z9yqwskb",33,"added [[Category:Greek MPs 1963–64]] using [[WP:HC|HotCat]]"
"Yip Sang","http://en.wikipedia.org/w/index.php?diff=630003022&oldid=630002915","172.28.114.153",-39,"/* Children */"
"City Club of Cleveland","http://en.wikipedia.org/w/index.php?diff=630003025&oldid=627286002","172.17.163.233",50,"add location"
"What's the Matador?","http://en.wikipedia.org/w/index.php?diff=630003027&oldid=609257106","omalwuak",-5,"/* Plot */"
"Monstar (TV series)","http://en.wikipedia.org/w/index.php?diff=630003028&oldid=629544992","172.31.170.210",71,""
"Socialism in India","http://en.wikipedia.org/w/index.php?diff=630003030&oldid=630002933","172.25.176.239",5,""
"System of a Down (album)","http://en.wikipedia.org/w/index.php?diff=630003031&oldid=627771546","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Flytxt","http://en.wikipedia.org/w/index.php?diff=630003034&oldid=629963040","zpa8g5ze",303,"Key people - CTO"
"English translations of Homer","http://en.wikipedia.org/w/index.php?diff=630003036&oldid=630002584","2i8orpoj",116,"/* Late 20th century (c. 1975 – c. 2000) */"
"Elvis Costello","http://en.wikipedia.org/w/index.php?diff=630003037&oldid=630001000","172.27.253.63",372,"/* Collaborations */"
"Same-sex unions in the United States","http://en.wikipedia.org/w/index.php?diff=630003039&oldid=630001293","us0rw0wj",-13,"/* Marriage */"
"Orfeo","http://en.wikipedia.org/w/index.php?diff=630003043&oldid=602414861","172.28.135.163",55,"add Orfeo Vecchi"
"Bangalore Days","http://en.wikipedia.org/w/index.php?diff=630003044&oldid=630002898","ydsa4gbq",-9,""
"The Paradigm Shift","http://en.wikipedia.org/w/index.php?diff=630003045&oldid=628119119","172.30.109.98",-308,""
"Jeffrey Rosensweig","http://en.wikipedia.org/w/index.php?diff=630003048&oldid=563776685","83gk2qli",15,"[[Wikipedia:Authority control]]."
"NewSpace","http://en.wikipedia.org/w/index.php?diff=630003050&oldid=628496021","172.26.151.33",33,""
"Toxicity (album)","http://en.wikipedia.org/w/index.php?diff=630003051&oldid=628393588","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Ministry of Health and Welfare (Republic of China)","http://en.wikipedia.org/w/index.php?diff=630003053&oldid=630002964","snilcojg",62,"/* List of Ministers */"
"Steal This Album!","http://en.wikipedia.org/w/index.php?diff=630003056&oldid=628253624","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Death Before Musick","http://en.wikipedia.org/w/index.php?diff=630003059&oldid=627340226","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"World Quizzing Championship","http://en.wikipedia.org/w/index.php?diff=630003062&oldid=626758130","28guflt9",129,"/* Format */"
"Margot Robbie","http://en.wikipedia.org/w/index.php?diff=630003063&oldid=629941091","vxvhcnir",37,"/* Career */ Fix ref."
"Jon Bostic","http://en.wikipedia.org/w/index.php?diff=630003066&oldid=627676317","6q5f6b3f",-9,"+ photo"
"Cheyenne","http://en.wikipedia.org/w/index.php?diff=630003065&oldid=629901207","172.18.80.104",59,""
"Anna Wing","http://en.wikipedia.org/w/index.php?diff=630003067&oldid=628785321","172.29.212.97",-2,"/* Personal life */"
"Harmony High School","http://en.wikipedia.org/w/index.php?diff=630003069&oldid=626249472","172.30.26.105",60,""
"The Evil Within","http://en.wikipedia.org/w/index.php?diff=630003071&oldid=629966591","172.23.182.120",-90,"Undid revision 629966591 by [[Special:Contributions/Iseesky|Iseesky]] ([[User talk:Iseesky|talk]])"
"1931 in Turkey","http://en.wikipedia.org/w/index.php?diff=630003072&oldid=629955683","211wq511",47,"/* References */ Templates"
"Ioannis Charalambopoulos","http://en.wikipedia.org/w/index.php?diff=630003073&oldid=630003021","z9yqwskb",33,"added [[Category:Greek MPs 1964–67]] using [[WP:HC|HotCat]]"
"Gateway Arch","http://en.wikipedia.org/w/index.php?diff=630003074&oldid=628709761","zkft6gk8",-12,"Block quotes don't use outer quote marks per [[MOS:QUOTE]], reduce cramping of images"
"Lynch the Weirdo","http://en.wikipedia.org/w/index.php?diff=630003075&oldid=611685476","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Seth Green","http://en.wikipedia.org/w/index.php?diff=630003076&oldid=629249023","172.19.205.50",48,"/* Awards and nominations */"
"Native American mascot controversy","http://en.wikipedia.org/w/index.php?diff=630003078&oldid=629942054","h0is03wr",956,"/* Syracuse Chiefs */"
"First-class function","http://en.wikipedia.org/w/index.php?diff=630003079&oldid=629021075","172.23.152.210",1,"Fixed grammar (plural of language required)"
"Consett Iron Company","http://en.wikipedia.org/w/index.php?diff=630003080&oldid=630002724","h0i3dwkf",9,"/* Early history */ minor ce"
"Anurag Kashyap","http://en.wikipedia.org/w/index.php?diff=630003082&oldid=630002745","wzghm27l",79,""
"Cushing's disease","http://en.wikipedia.org/w/index.php?diff=630003083&oldid=628559444","vczwmemi",-33,"/* Symptoms and signs */ trying to avoid the confusion between the syndrome and the disease"
"RISC OS","http://en.wikipedia.org/w/index.php?diff=630003085&oldid=629546475","dfh2i9ty",181,"/* Supported hardware */ Add Bush Internet Surf Set"
"David Díaz (boxer)","http://en.wikipedia.org/w/index.php?diff=630003086&oldid=626846427","n1qktuxr",-3,""
"Type 2 diabetes","http://en.wikipedia.org/w/index.php?diff=630003088&oldid=407825589","172.18.10.61",41,""
"Fare Thee Well (song)","http://en.wikipedia.org/w/index.php?diff=630003089&oldid=628950933","cqxu8o5w",10,"Disambiguated: [[Farewell (song)]] → [[Farewell (disambiguation)]]"
"Cédric Soares","http://en.wikipedia.org/w/index.php?diff=630003092&oldid=629624552","172.27.68.194",0,"/* Club statistics */"
"St. Peter of Alcantara Parish Church","http://en.wikipedia.org/w/index.php?diff=630003094&oldid=630001183","0c0utnrt",439,"expand,"
"Rafael Sóbis","http://en.wikipedia.org/w/index.php?diff=630003096&oldid=630002876","172.16.232.126",0,"/* Honours */"
"Treaty of Hamedan","http://en.wikipedia.org/w/index.php?diff=630003097&oldid=627467111","0aufyss6",-39,"copy edits"
"List of Clarence episodes","http://en.wikipedia.org/w/index.php?diff=630003102&oldid=630002955","5p0g9cbq",0,""
"Mezmerize (album)","http://en.wikipedia.org/w/index.php?diff=630003101&oldid=617940983","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"2015 NASCAR Xfinity Series","http://en.wikipedia.org/w/index.php?diff=630003103&oldid=629944579","6q5f6b3f",-4,"/* Schedule */ Already linked"
"Exposition Universelle (1900)","http://en.wikipedia.org/w/index.php?diff=630003104&oldid=626875415","172.17.135.162",403,"/* Literature */"
"Jamaica, Queens","http://en.wikipedia.org/w/index.php?diff=630003106&oldid=629764980","fybr877d",35,"/* Notable residents */ add"
"Stuart Hall (presenter)","http://en.wikipedia.org/w/index.php?diff=630003109&oldid=630002981","172.18.202.151",66,""
"Peter Hook","http://en.wikipedia.org/w/index.php?diff=630003110&oldid=623478030","172.16.128.120",1,"Fixed grammar"
"Multiverse (DC Comics)","http://en.wikipedia.org/w/index.php?diff=630003114&oldid=628941355","172.19.238.52",555,""
"Firefly Space Systems","http://en.wikipedia.org/w/index.php?diff=630003115&oldid=630002765","736mb8hf",77,"/* History */ add item on Firefly Alpha history"
"Who's on First?","http://en.wikipedia.org/w/index.php?diff=630003116&oldid=629796561","s1xapbjw",-58,"/* Notable performances and derivatives */ removed tags - obvious from primary sources"
"Flytxt","http://en.wikipedia.org/w/index.php?diff=630003117&oldid=630003034","zpa8g5ze",-4,"Given ref once already"
"West Indian cricket team in India in 2014–15","http://en.wikipedia.org/w/index.php?diff=630003118&oldid=630002942","c03764se",48,""
"Big Sha","http://en.wikipedia.org/w/index.php?diff=630003120&oldid=630002994","0pv9ozv9",-2,""
"Hypnotize (album)","http://en.wikipedia.org/w/index.php?diff=630003121&oldid=624606434","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Scars on Broadway (album)","http://en.wikipedia.org/w/index.php?diff=630003122&oldid=625165630","0som0m1e",47,"added [[Category:Albums produced by Daron Malakian]] using [[WP:HC|HotCat]]"
"Rich Little","http://en.wikipedia.org/w/index.php?diff=630003123&oldid=630002924","1q16ytwi",21,""
"Robert W. Rosenthal","http://en.wikipedia.org/w/index.php?diff=630003124&oldid=619137477","83gk2qli",22,"[[Wikipedia:Authority control]]."
"2015 World Men's Handball Championship","http://en.wikipedia.org/w/index.php?diff=630003126&oldid=629712311","172.23.124.190",-3,"/* Qualified teams */"
"Yip Sang","http://en.wikipedia.org/w/index.php?diff=630003127&oldid=630003022","172.18.116.112",11,"/* Children */"
"J. J. Raterink","http://en.wikipedia.org/w/index.php?diff=630003129&oldid=629895877","172.21.140.30",12,"/* Las Vegas Outlaws */"
"Shrivastava","http://en.wikipedia.org/w/index.php?diff=630003128&oldid=628940774","172.24.27.167",123,"/* Notable people with this name */"
"2013 in film","http://en.wikipedia.org/w/index.php?diff=630003130&oldid=630002787","kdpapnnz",75,"/* Notable deaths */"
"Eufloria","http://en.wikipedia.org/w/index.php?diff=630003135&oldid=622574924","ounhvnn4",1,"/* Versions */ Finally got released"
"Dying Earth (subgenre)","http://en.wikipedia.org/w/index.php?diff=630003138&oldid=601862191","172.21.188.142",191,"/* Examples */"
"Budha","http://en.wikipedia.org/w/index.php?diff=630003139&oldid=625716231","172.27.80.201",26,""
"Ioannis Charalambopoulos","http://en.wikipedia.org/w/index.php?diff=630003140&oldid=630003073","z9yqwskb",33,"added [[Category:Greek MPs 1974–77]] using [[WP:HC|HotCat]]"
"Carl G. O. Hansen","http://en.wikipedia.org/w/index.php?diff=630003142&oldid=627111654","wdsi9oer",-15,""
"Wink","http://en.wikipedia.org/w/index.php?diff=630003143&oldid=628168989","172.19.119.245",174,""
"Mariann Budde","http://en.wikipedia.org/w/index.php?diff=630003144&oldid=592535431","8ipyxjt8",23,"/* top */ added temp"
"Indo-Canadians in Greater Vancouver","http://en.wikipedia.org/w/index.php?diff=630003145&oldid=629987541","m833c8fa",1,"/* Media */ close URL link"
"Rikers Island","http://en.wikipedia.org/w/index.php?diff=630003149&oldid=629765877","92lql2ap",113,"Adding/improving reference(s)"
"Monica Bellucci","http://en.wikipedia.org/w/index.php?diff=630003152&oldid=625448966","172.22.80.36",127,"/* Personal life */"
"American Skunk-cabbage","http://en.wikipedia.org/w/index.php?diff=630003153&oldid=530497226","tdjgn88d",32,"R cat"
"2014 ATP World Tour Finals","http://en.wikipedia.org/w/index.php?diff=630003154&oldid=629954076","88vppey8",-2,"/* Singles */"
"Ceryx hilda","http://en.wikipedia.org/w/index.php?diff=630003155&oldid=621312494","zn0j2x4m",-5,"cleanup"
"America (Razorlight song)","http://en.wikipedia.org/w/index.php?diff=630003156&oldid=629965836","172.21.7.216",-29,""
"Brassiere measurement","http://en.wikipedia.org/w/index.php?diff=630003158&oldid=628219535","x3o0hnz2",-51,"Removing spam promotional link masquerading as a reference and replacing with original CN"
"Orton-Gillingham","http://en.wikipedia.org/w/index.php?diff=630003161&oldid=619153334","172.19.243.42",48,"/* AOGPE Accredited Schools */"
"Oothikachiya Ponnu","http://en.wikipedia.org/w/index.php?diff=630003162&oldid=605584202","11nc69gv",-2,"/* Cast */"
"Hasan ibn Ali","http://en.wikipedia.org/w/index.php?diff=630003163&oldid=629962292","e3co9wy6",-100,"No reference since November 2013"
"Grazia (India)","http://en.wikipedia.org/w/index.php?diff=630003164&oldid=630002825","0iime718",13,"paraphrase content from http://www.worldwidemedia.in/about-wwm.php"
"Mill (currency)","http://en.wikipedia.org/w/index.php?diff=630003165&oldid=629708869","172.20.50.195",41,"/* Property tax */ Made the math consistent."
"Gorilla Glass","http://en.wikipedia.org/w/index.php?diff=630003166&oldid=630002572","ks1joh6e",17,""
