casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
308,B#3298,W#12,0,normal,-5,-6,605,603,-6,556,551,552,551,552,551,550,551,551,-4,-19,-19,368,-19,-19,309,-40,-42,-42,-42,-42,-43,-42,-43,-19,32,2342,2448,2403,1008,1389,1392,1395,1392,1392,1392,1398,1398,1392,970,1,1,2047,2047,1,1252,1289,1311,1324,1332,1335,1334,1191,1158,4,-11,-12,974,596,-11,1015,1043,1023,1010,1007,1008,1029,1024,1008,-9,0,0,0,0,0,47,-94,-98,-100,-100,-101,-95,-90,-90,0
309,B#3298,W#14,0,normal,-6,-6,605,604,-6,557,551,551,552,551,550,550,550,550,-3,-19,-19,437,-20,-19,292,-40,-41,-42,-41,-42,-43,-43,-43,-19,32,2400,2445,2400,1216,1389,1392,1389,1392,1395,1392,1392,1392,1392,1363,1,1,2047,2047,1,1256,1291,1309,1322,1328,1334,1333,1171,1158,19,-11,-12,997,521,-11,1026,1041,1024,1009,1001,1008,1034,1022,1007,5,0,0,-1,0,0,45,-94,-99,-100,-100,-101,-93,-90,-90,0
310,B#3298,W#15,0,normal,-6,607,603,603,-6,556,552,551,551,551,551,551,550,551,-4,-19,56,-43,-19,-19,79,-40,-42,-41,-41,-41,-42,-43,-43,-19,32,2438,2416,2397,1350,1392,1395,1392,1392,1395,1395,1395,1395,1395,973,1,2047,2047,2047,1,1264,1287,1309,1323,1332,1335,1333,1161,1160,3,-11,872,1006,471,-11,1039,1044,1014,1004,1004,1009,1036,1023,1008,-9,0,0,-37,0,0,-1,-96,-98,-100,-100,-101,-91,-90,-90,0
311,B#3298,W#16,0,normal,-6,-6,606,603,-6,556,551,551,551,551,551,550,550,550,-4,-19,-19,25,-19,-19,294,-42,-42,-42,-42,-42,-42,-43,-43,-19,70,2374,2438,2403,1302,1392,1395,1395,1395,1392,1392,1395,1392,1392,1002,1,0,2047,2047,1,1258,1292,1310,1321,1333,1334,1332,1173,1160,3,-11,-11,997,518,-11,1021,1043,1021,1008,1006,1010,1034,1025,1009,-9,0,0,0,-1,0,45,-93,-97,-99,-100,-100,-93,-89,-89,0
312,B#3298,W#17,0,normal,-6,-6,605,603,-5,556,551,551,551,551,552,552,550,550,-3,-19,-19,67,-19,-18,304,-42,-43,-42,-43,-44,-44,-44,-45,-19,74,2394,2438,2400,1373,1392,1392,1392,1392,1392,1395,1398,1395,1395,1360,1,1,2047,2047,1,1262,1297,1309,1325,1333,1333,1333,1164,1157,19,-11,-11,1003,492,-11,1041,1045,1022,1008,1010,1008,1028,1020,1005,5,0,0,-38,0,0,45,-96,-99,-100,-101,-101,-92,-90,-89,0
313,B#3298,W#18,0,normal,-5,-5,605,603,-5,552,551,551,551,551,551,551,550,551,-5,-19,-19,-3,-19,-19,128,-42,-44,-43,-44,-44,-44,-45,-46,-19,70,2403,2451,2397,1309,1389,1389,1395,1398,1398,1395,1392,1392,1392,611,1,1,2047,2047,1,1259,1297,1312,1324,1333,1336,1334,1171,1160,1,-11,-12,1006,482,-11,1031,1048,1026,1012,1008,1012,1042,1027,1011,-11,0,0,0,0,0,5,-95,-99,-99,-100,-101,-93,-90,-90,0
314,B#3299,W#02,0,normal,-5,-5,612,604,-5,556,551,552,551,551,551,551,550,550,19,-14,-15,68,-15,-15,82,-41,-40,-40,-39,-40,-41,-42,-41,-16,54,2384,2470,2403,1190,1389,1392,1392,1395,1395,1395,1392,1392,1392,1389,1,1,2047,2047,1,1205,1225,1248,1266,1275,1281,1280,1145,1115,163,-11,-11,1086,519,-11,880,916,918,919,916,922,937,938,933,123,0,0,-1,-1,0,0,-74,-78,-81,-83,-82,-78,-76,-76,0
315,B#3300,W#01,1,Oxide dummy,-5,588,603,604,469,549,551,551,551,551,551,551,551,551,551,-15,1730,-42,-14,560,34,-41,-40,-42,-42,-42,-41,-42,-41,-16,2269,2451,2403,2400,1386,1392,1395,1398,1395,1395,1395,1395,1395,1395,1389,1,2047,2047,2047,451,1172,1176,1182,1183,1184,1184,1185,1186,1188,1188,-11,1026,835,569,314,1003,1002,1000,1000,999,997,996,996,996,996,0,0,-46,0,65,-43,-87,-94,-95,-94,-94,-93,-92,-92,0
316,B#3300,W#02,1,Oxide dummy,-5,608,603,602,-5,552,552,551,551,550,552,551,550,550,-3,-16,-16,-41,-16,-16,48,-38,-41,-41,-41,-41,-41,-41,-40,-17,42,2464,2406,2403,1382,1389,1392,1392,1392,1392,1392,1395,1395,1392,1366,1,2047,2047,2047,1,1175,1184,1186,1187,1189,1189,1187,1187,1188,20,-11,978,924,593,-11,984,989,989,988,988,986,983,982,982,5,0,0,-45,0,0,-1,-85,-94,-97,-97,-95,-95,-94,-94,0
317,B#3300,W#03,1,Poly no resist,-5,-5,603,603,-5,559,552,551,551,552,550,550,550,550,-3,-17,-17,-41,-16,-16,125,-39,-41,-41,-41,-42,-42,-42,-42,-18,32,2400,2477,2397,1331,1389,1392,1395,1392,1395,1395,1392,1395,1392,1366,1,1,2047,2047,1,1297,1325,1348,1356,1360,1364,1334,1185,1186,20,-11,-11,803,438,-11,1004,1013,1012,1020,1027,1040,1063,1063,1033,6,0,0,-33,0,0,0,-91,-92,-96,-99,-100,-89,-88,-89,0
318,B#3300,W#04,1,Resist no poly,-5,605,604,602,-6,550,550,551,550,551,552,550,551,551,-3,-18,47,-44,-18,-18,63,-41,-43,-44,-44,-43,-43,-43,-43,-19,662,2467,2406,2403,1386,1392,1395,1392,1392,1395,1395,1395,1392,1392,1370,1,2047,2047,2047,1,1102,1104,1108,1113,1117,1118,1120,1123,1125,19,-11,980,1003,557,-11,888,895,901,905,906,906,906,909,911,4,0,0,-48,0,0,-13,-67,-69,-68,-67,-67,-67,-67,-67,0
319,B#3300,W#06,1,Double etched,-6,-6,605,603,-6,553,550,551,552,552,550,551,551,551,-5,-18,-18,953,-18,-19,397,-41,-42,-42,-42,-42,-42,-43,-43,-18,659,2394,2480,2403,1347,1389,1392,1392,1392,1392,1395,1398,1395,1395,608,1,1,2047,2047,1,1172,1180,1181,1184,1184,1182,1181,1182,1184,1,-11,-11,1179,747,-11,991,998,999,1003,1004,1004,1004,1007,1009,-11,0,0,0,-1,0,53,-86,-98,-101,-102,-101,-99,-99,-98,0
320,B#3300,W#07,1,Nitride,-6,-6,604,603,-6,550,551,552,551,552,550,551,551,551,551,-18,-18,-19,-18,-18,289,-42,-43,-43,-43,-43,-42,-42,-43,-18,51,2394,2442,2400,1322,1392,1392,1392,1392,1392,1392,1395,1392,1392,1392,1,1,2047,2047,1,1148,1151,1152,1154,1156,1156,1155,1156,1156,1155,-11,-11,911,474,-11,903,919,927,934,937,937,936,935,934,933,0,0,0,0,0,43,-73,-78,-78,-79,-79,-79,-80,-79,0
321,B#3300,W#08,1,Oxide dummy,-6,-6,605,603,-5,553,552,551,551,551,551,552,552,550,-4,-18,-18,519,-18,-18,364,-41,-41,-42,-42,-41,-41,-41,-42,-18,42,2349,2470,2403,1270,1392,1395,1395,1392,1392,1392,1392,1395,1395,973,1,1,2047,2047,1,1170,1178,1182,1187,1187,1188,1189,1187,1187,3,-11,-11,1177,634,-11,988,988,988,991,990,989,988,986,985,-9,0,0,-1,0,0,50,-86,-96,-97,-96,-95,-95,-94,-94,0
322,B#3301,W#02,0,normal,-5,-5,606,603,-5,556,550,551,551,552,550,550,550,550,21,-16,-16,935,-16,-16,124,-40,-41,-40,-40,-41,-42,-42,-42,-17,32,2317,2432,2403,416,1395,1392,1395,1395,1395,1392,1392,1395,1392,1386,1,1,2047,2047,1,1237,1243,1266,1291,1304,1313,1312,1149,1117,175,-11,-11,1090,611,-11,894,948,949,946,950,956,969,967,933,132,0,0,0,-1,-1,8,-81,-89,-90,-90,-90,-81,-78,-81,0
323,B#3301,W#03,0,normal,-5,-5,606,603,-5,558,551,551,551,551,552,550,550,550,20,-17,-17,51,-17,-17,296,-40,-40,-41,-41,-40,-40,-41,-42,-18,32,2387,2467,2400,813,1389,1389,1395,1392,1395,1395,1395,1395,1395,1392,1,1,2047,2047,1,1236,1248,1269,1291,1305,1309,1309,1137,1122,168,-11,-11,1102,541,-11,922,958,954,949,952,956,968,961,936,127,0,0,-1,0,0,46,-85,-89,-90,-90,-90,-80,-78,-79,0
324,B#3301,W#04,0,normal,-5,-6,605,604,-6,556,551,552,551,551,552,550,550,549,19,-18,-18,63,-17,-18,98,-40,-41,-41,-42,-40,-41,-42,-43,-18,70,2394,2470,2403,1235,1389,1395,1395,1392,1392,1392,1392,1395,1395,1392,1,1,2047,2047,1,1224,1244,1271,1292,1305,1310,1307,1133,1114,163,-11,-11,1112,495,-11,929,958,953,950,951,955,961,956,929,123,0,0,-43,0,0,0,-85,-89,-89,-90,-90,-80,-80,-80,0
325,B#3302,W#01,0,normal,-5,605,604,-4,-4,553,551,551,551,551,551,551,551,551,-4,-13,352,-12,-12,-12,76,-40,-39,-39,-40,-40,-39,-41,-13,-13,2134,2413,2400,435,1389,1392,1392,1395,1395,1392,1395,1398,1398,1395,419,1,2047,2047,2,1,1215,1241,1256,1272,1283,1284,1276,1118,1116,1,-11,1032,637,-11,-11,898,912,911,911,916,918,928,928,928,-11,0,0,1,0,0,-40,-80,-83,-84,-84,-84,-77,-76,0,0
326,B#3302,W#02,0,normal,-5,-5,608,603,-5,557,551,551,550,551,551,551,550,550,20,-14,-13,79,-13,-13,314,-38,-39,-40,-39,-40,-40,-41,-41,-15,32,2397,2467,2397,1216,1389,1392,1392,1389,1395,1395,1395,1398,1389,1386,1,1,2047,2047,1,1210,1234,1250,1268,1276,1284,1281,1136,1116,170,-11,-11,1130,525,-11,894,921,922,913,913,919,927,928,928,128,0,0,-33,1,0,47,-77,-80,-83,-84,-83,-78,-76,-77,0
327,B#3302,W#03,0,normal,-5,-6,609,603,-5,557,552,552,552,551,551,551,551,551,20,-15,-15,44,-14,-14,314,-40,-40,-41,-40,-41,-40,-41,-41,-15,74,2390,2448,2403,800,1392,1392,1395,1392,1392,1392,1402,1395,1392,1389,1,1,2047,2047,1,1210,1233,1257,1270,1284,1290,1288,1144,1118,164,-11,-11,1075,545,-11,889,922,921,921,920,924,932,935,930,123,0,0,0,0,0,48,-75,-79,-81,-82,-82,-77,-76,-75,0
328,B#3302,W#04,0,normal,-5,-5,608,604,-5,555,550,552,551,551,551,551,550,550,-5,-15,-16,34,-15,-15,77,-43,-41,-41,-41,-41,-42,-43,-43,-16,42,2342,2470,2403,614,1395,1392,1392,1395,1395,1392,1398,1395,1395,605,1,1,2047,2047,1,1206,1232,1254,1265,1281,1284,1282,1130,1113,1,-11,-11,1088,592,-11,891,921,921,917,917,920,925,927,925,-11,0,0,-1,0,0,0,-75,-78,-82,-82,-82,-76,-75,-75,0
329,B#3303,W#02,0,normal,-5,-5,608,603,-5,558,550,551,552,550,551,550,550,550,-4,-14,-13,25,-13,-13,108,-39,-40,-41,-41,-41,-40,-42,-42,-15,32,2330,2474,2403,1187,1392,1395,1395,1395,1392,1392,1398,1389,1389,973,1,1,2047,2047,1,1279,1310,1332,1349,1357,1359,1356,1198,1180,4,-11,-11,1062,557,-11,1015,1024,1006,1004,1007,1013,1045,1039,1012,-8,0,0,0,-1,0,-1,-96,-99,-101,-102,-102,-94,-91,-91,0
330,B#3303,W#03,0,normal,-5,-5,604,604,-5,557,551,550,551,551,551,551,551,551,-4,-15,-15,106,-14,-14,128,-38,-40,-39,-41,-41,-40,-42,-42,-15,38,2397,2442,2400,1360,1398,1389,1392,1392,1392,1392,1392,1395,1392,595,1,1,2047,2047,1,1286,1312,1332,1345,1356,1357,1356,1185,1180,1,-11,-11,987,512,-11,1032,1034,1009,1000,1003,1008,1038,1025,1012,-11,0,0,-40,0,0,7,-97,-99,-101,-101,-102,-92,-90,-92,0
331,B#3303,W#05,0,normal,-5,606,603,603,-5,555,551,551,551,551,551,551,551,551,19,-16,69,-32,-15,-16,78,-38,-40,-40,-40,-40,-40,-41,-42,-16,38,2467,2432,2397,1350,1389,1392,1395,1392,1392,1392,1402,1392,1392,1389,1,2047,2047,2047,1,1290,1315,1337,1349,1359,1360,1357,1207,1183,172,-11,847,1037,477,-11,1051,1052,1024,1018,1017,1019,1039,1045,1020,134,0,-1,-39,0,0,0,-97,-99,-100,-101,-102,-93,-90,-91,0
332,B#3303,W#06,0,normal,-5,604,603,603,-5,555,551,551,551,551,551,550,550,551,19,-16,64,-30,-16,-16,75,-39,-42,-42,-41,-41,-41,-42,-43,-17,51,2461,2426,2403,1389,1392,1389,1395,1392,1392,1392,1398,1392,1392,1386,1,2047,2047,2047,1,1292,1317,1335,1347,1354,1356,1344,1184,1177,171,-11,851,1031,473,-11,1049,1048,1019,1014,1012,1017,1041,1026,1012,133,0,0,-40,0,0,-21,-96,-98,-99,-100,-101,-91,-89,-90,0
333,B#3303,W#08,0,normal,-6,-6,603,603,-6,557,551,552,550,551,551,551,551,551,-3,-17,-17,-8,-17,-17,97,-40,-42,-43,-43,-43,-43,-44,-44,-17,70,2394,2451,2403,1350,1392,1395,1395,1392,1392,1395,1402,1392,1392,1360,1,1,2047,2047,1,1284,1317,1331,1346,1355,1356,1351,1186,1177,20,-11,-11,1071,507,-11,1048,1051,1025,1016,1018,1017,1044,1034,1013,6,0,0,-44,0,0,0,-95,-98,-99,-101,-101,-92,-90,-90,0
334,B#3303,W#09,0,normal,-6,-6,604,603,-6,559,551,552,551,551,551,550,550,550,19,-17,-17,29,-17,-17,105,-40,-41,-41,-41,-42,-42,-42,-42,-17,42,2381,2461,2403,1328,1395,1392,1389,1392,1392,1392,1398,1392,1392,1389,1,1,2047,2047,1,1279,1313,1326,1340,1351,1353,1346,1200,1174,170,-11,-11,1057,524,-11,1046,1056,1032,1018,1016,1018,1042,1039,1014,133,0,0,-1,0,0,-1,-95,-98,-99,-100,-100,-92,-89,-90,0
335,B#3303,W#10,0,normal,-6,603,603,603,-6,552,551,551,552,551,551,550,550,550,18,-17,46,-44,-17,-17,77,-43,-43,-42,-42,-42,-42,-43,-43,-17,74,2467,2406,2400,1386,1392,1392,1392,1392,1395,1392,1398,1392,1392,1392,1,2047,2047,2047,1,1292,1320,1338,1348,1357,1360,1352,1182,1176,166,-11,1048,981,481,-11,1061,1059,1034,1024,1021,1027,1043,1032,1018,130,0,0,-43,0,0,0,-96,-99,-100,-100,-101,-92,-89,-90,0
336,B#3303,W#11,0,normal,-6,-6,605,604,-6,556,552,551,552,551,551,551,551,551,-3,-17,-17,10,-17,-17,101,-41,-42,-42,-42,-43,-43,-44,-44,-17,51,2397,2448,2400,1354,1389,1392,1392,1395,1392,1392,1395,1398,1395,1360,1,1,2047,2047,1,1283,1311,1329,1339,1350,1353,1349,1183,1173,20,-11,-11,1058,529,-11,1053,1054,1025,1013,1014,1020,1045,1027,1014,5,0,0,0,0,0,0,-95,-97,-99,-100,-101,-92,-89,-91,0
337,B#3303,W#12,0,normal,-6,-6,606,603,-6,557,551,551,551,551,551,551,551,551,-3,-17,-17,29,-17,-18,96,-40,-42,-42,-42,-42,-43,-43,-43,-17,42,2390,2448,2403,1386,1395,1392,1392,1392,1395,1395,1395,1392,1389,1347,1,1,2047,2047,1,1281,1316,1330,1345,1351,1353,1348,1194,1185,20,-11,-11,1070,535,-11,1055,1057,1035,1021,1020,1023,1054,1040,1026,6,0,0,0,0,0,0,-95,-98,-99,-100,-100,-93,-90,-92,0
338,B#3303,W#13,0,normal,-6,-6,608,603,-6,558,551,551,551,552,551,551,550,551,-5,-17,-17,80,-17,-17,300,-43,-43,-43,-43,-43,-43,-44,-43,-17,38,2406,2445,2400,1338,1395,1392,1392,1392,1392,1392,1395,1395,1392,611,1,1,2047,2047,1,1279,1310,1324,1339,1348,1350,1346,1183,1180,1,-11,-11,1064,507,-11,1050,1059,1030,1014,1015,1018,1054,1033,1020,-11,0,0,0,0,0,46,-95,-97,-98,-99,-100,-91,-89,-90,0
339,B#3303,W#14,0,normal,-6,602,603,603,-5,559,551,551,551,551,551,551,551,551,-5,-17,11,-45,-18,-17,105,-43,-43,-42,-42,-43,-43,-43,-43,-18,74,2448,2419,2406,1344,1392,1395,1392,1389,1392,1392,1395,1398,1392,976,1,2047,2047,2047,1,1281,1309,1327,1338,1345,1347,1345,1182,1176,3,-11,899,1084,473,-11,1055,1059,1026,1018,1016,1016,1047,1028,1017,-9,0,0,-43,0,0,0,-95,-96,-98,-99,-99,-91,-88,-90,0
340,B#3303,W#15,0,normal,-6,-6,607,603,-6,558,550,551,552,551,550,551,550,550,-4,-18,-17,29,-17,-17,104,-42,-42,-42,-42,-44,-42,-43,-43,-17,74,2355,2474,2397,1190,1398,1392,1392,1392,1398,1389,1398,1398,1392,947,1,1,2047,2047,1,1276,1307,1328,1340,1348,1352,1351,1186,1176,4,-11,-11,1075,553,-11,1049,1061,1031,1022,1018,1023,1050,1032,1018,-9,0,0,-1,0,0,0,-94,-96,-98,-99,-100,-92,-88,-90,0
341,B#3303,W#16,0,normal,-6,-6,605,603,-6,556,551,551,551,551,551,551,550,551,-3,-17,-17,30,-17,-17,94,-40,-43,-42,-42,-43,-43,-43,-44,-17,32,2400,2451,2406,1363,1395,1392,1392,1392,1395,1395,1398,1395,1395,1354,1,1,2047,2047,1,1280,1309,1325,1337,1344,1345,1341,1178,1176,20,-11,-11,1068,511,-11,1056,1057,1024,1017,1012,1016,1050,1033,1018,6,0,0,-44,0,0,0,-95,-97,-98,-99,-100,-90,-90,-90,0
342,B#3303,W#17,0,normal,-6,-6,608,603,-6,556,552,552,551,551,552,551,551,552,-3,-17,-17,69,-17,-17,97,-43,-43,-43,-44,-44,-43,-44,-44,-18,32,2390,2451,2400,1325,1392,1392,1395,1392,1392,1392,1395,1398,1392,1357,1,1,2047,2047,1,1269,1304,1321,1336,1346,1348,1348,1180,1170,19,-11,-11,1054,519,-11,1040,1052,1026,1015,1014,1016,1046,1026,1011,6,0,0,0,0,0,-1,-94,-96,-98,-99,-100,-91,-88,-90,0
343,B#3303,W#20,0,normal,-6,603,603,603,-6,558,552,552,550,551,551,551,550,551,-5,-17,35,-45,-17,-18,104,-43,-41,-43,-43,-43,-42,-44,-43,-17,70,2451,2426,2400,1325,1389,1389,1392,1392,1395,1392,1392,1395,1392,989,1,2047,2047,2047,1,1281,1313,1327,1338,1347,1351,1344,1182,1176,3,-11,884,1081,478,-11,1066,1068,1041,1029,1021,1025,1053,1039,1022,-9,0,0,-42,0,0,0,-95,-97,-99,-99,-100,-92,-90,-91,0
344,B#3303,W#21,0,normal,-6,-6,603,604,-6,559,552,552,551,550,551,551,551,551,-4,-17,-18,-18,-18,-18,105,-41,-42,-42,-43,-43,-42,-43,-44,-18,32,2333,2448,2400,1232,1392,1392,1395,1395,1395,1395,1398,1395,1395,960,1,1,2047,2047,1,1274,1311,1325,1340,1345,1350,1349,1178,1173,3,-11,-11,1058,547,-11,1053,1064,1039,1022,1022,1028,1056,1035,1023,-9,0,0,0,0,0,0,-95,-97,-97,-99,-99,-91,-89,-91,0
345,B#3303,W#22,0,normal,-5,-6,604,603,-6,557,551,551,551,551,551,551,550,551,-5,-17,-17,-6,-18,-18,305,-43,-42,-42,-42,-42,-42,-43,-43,-17,38,2400,2477,2406,1363,1392,1395,1395,1392,1392,1392,1395,1398,1395,950,1,1,2047,2047,0,1282,1309,1328,1338,1349,1351,1342,1175,1173,3,-11,-11,1046,499,-11,1063,1065,1032,1025,1024,1027,1048,1033,1020,-9,0,0,-44,0,0,46,-96,-97,-99,-99,-100,-90,-89,-91,0
346,B#3304,W#01,0,normal,-5,606,604,-4,556,552,552,552,551,551,551,550,550,550,-5,-14,1105,-14,-13,72,-36,-40,-40,-40,-40,-40,-40,-41,-14,-14,2157,2406,2400,429,1392,1395,1398,1389,1389,1395,1395,1398,1392,1386,419,1,2047,2047,2,1247,1305,1326,1344,1354,1358,1359,1352,1181,1176,1,-11,868,660,-11,935,1042,1032,1026,1025,1022,1029,1044,1028,1012,-11,0,-1,1,0,0,-90,-100,-103,-104,-104,-104,-95,-93,0,0
347,B#3304,W#02,0,normal,-5,-5,605,604,-5,556,551,551,552,551,551,551,552,550,-4,-14,-14,573,-14,-14,330,-39,-42,-41,-41,-41,-39,-41,-41,-16,32,2330,2474,2400,1024,1395,1392,1392,1395,1395,1392,1398,1395,1392,960,1,1,2047,2047,1,1278,1314,1333,1341,1357,1358,1354,1191,1177,4,-11,-11,972,602,-11,1010,1037,1022,1013,1020,1021,1041,1025,1009,-8,0,0,0,-1,0,51,-93,-98,-100,-100,-102,-94,-91,-91,0
348,B#3304,W#05,0,normal,-5,-6,605,603,-5,554,551,551,551,551,551,551,550,550,-3,-17,-17,844,-16,-16,325,-41,-42,-42,-42,-42,-42,-43,-43,-17,42,2368,2454,2406,1184,1392,1395,1392,1392,1392,1398,1395,1398,1392,1363,1,1,2047,2047,1,1269,1305,1326,1340,1347,1348,1348,1194,1175,20,-11,-11,989,571,-11,1009,1044,1026,1016,1012,1012,1044,1026,1009,6,0,0,-1,-1,0,50,-91,-95,-97,-98,-98,-92,-88,-89,0
349,B#3304,W#06,0,normal,-5,-6,604,604,-5,554,552,552,551,551,551,550,550,550,19,-16,-17,99,-16,-16,73,-38,-43,-42,-42,-43,-42,-44,-44,-17,32,2349,2461,2400,1014,1392,1392,1392,1392,1392,1395,1395,1398,1392,1389,1,1,2047,2047,1,1226,1307,1328,1337,1349,1350,1347,1206,1173,175,-11,-11,954,559,-11,938,1045,1031,1016,1013,1012,1041,1034,1006,136,0,0,-1,0,0,0,-90,-95,-96,-97,-98,-92,-87,-88,0
350,B#3304,W#12,0,normal,-6,-6,604,603,-6,554,552,551,552,551,551,551,551,551,551,-18,-18,-2,-18,-18,76,-42,-44,-43,-43,-43,-43,-44,-44,-18,38,2362,2438,2400,1203,1389,1392,1392,1395,1392,1392,1398,1392,1392,1392,1,1,2047,2047,1,1283,1316,1332,1344,1352,1354,1355,1190,1180,1178,-11,-11,951,522,-11,1037,1054,1034,1024,1019,1023,1048,1034,1016,1012,0,0,-1,-1,0,0,-95,-97,-97,-98,-99,-91,-90,-91,0
351,B#3304,W#14,0,normal,-6,-6,606,604,-6,554,551,552,551,551,551,551,551,551,-5,-18,-18,840,-19,-18,148,-43,-44,-44,-44,-44,-44,-44,-44,-18,38,2330,2464,2400,1142,1395,1392,1392,1392,1392,1392,1392,1395,1392,614,1,1,2047,2047,1,1272,1310,1326,1344,1350,1352,1352,1197,1177,2,-11,-11,1009,534,-11,1021,1054,1039,1024,1022,1022,1051,1035,1014,-11,0,0,0,0,0,12,-94,-97,-97,-98,-99,-92,-89,-91,0
352,B#3304,W#18,0,normal,-6,-6,606,603,-6,556,550,551,551,550,551,551,550,551,550,-18,-19,349,-18,-18,123,-41,-43,-43,-43,-43,-43,-44,-44,-18,32,2358,2435,2403,1174,1398,1392,1395,1395,1392,1392,1398,1392,1392,1392,1,1,2047,2047,1,1279,1309,1322,1336,1344,1345,1344,1180,1174,1175,-11,-11,984,531,-11,1035,1045,1024,1014,1011,1013,1055,1028,1011,1008,0,0,0,0,0,9,-95,-96,-97,-98,-99,-90,-90,-91,0
353,B#3304,W#20,0,normal,-6,-6,605,603,-5,553,552,551,550,551,551,551,550,550,-5,-18,-18,786,-18,-17,331,-43,-42,-43,-43,-43,-43,-44,-44,-18,70,2352,2477,2397,1338,1389,1392,1392,1395,1392,1392,1398,1395,1392,602,1,1,2047,2047,1,1280,1317,1328,1338,1348,1349,1348,1176,1174,1,-11,-11,980,531,-11,1036,1048,1031,1017,1015,1019,1052,1025,1009,-11,0,0,0,0,0,48,-95,-96,-97,-98,-99,-90,-88,-90,0
354,B#3304,W#22,0,normal,-6,-6,604,603,-6,551,550,551,552,552,550,550,550,550,19,-18,-18,780,-18,-18,72,-43,-44,-44,-44,-44,-44,-45,-46,-18,29,2406,2454,2403,1258,1389,1395,1392,1392,1392,1392,1395,1392,1392,1389,1,1,2047,2047,1,1236,1301,1324,1336,1344,1346,1345,1206,1171,171,-11,-11,988,501,-11,955,1048,1035,1025,1020,1020,1053,1046,1012,134,0,0,-1,0,0,0,-93,-95,-97,-98,-98,-93,-89,-90,0
355,B#3304,W#23,0,normal,-6,-6,603,604,-6,555,552,552,552,550,551,551,550,550,-3,-19,-18,84,-18,-19,85,-42,-43,-43,-44,-44,-44,-45,-45,-19,32,2330,2464,2410,1216,1395,1392,1392,1395,1392,1392,1392,1392,1392,1366,1,1,2047,2047,1,1237,1302,1320,1334,1344,1349,1348,1206,1173,19,-11,-12,956,558,-11,936,1051,1045,1024,1020,1024,1052,1045,1011,6,0,0,-1,-1,0,0,-83,-96,-96,-97,-98,-93,-89,-90,0
356,B#3304,W#24,0,normal,-6,-6,606,604,-6,554,551,551,551,552,551,550,550,550,550,-18,-18,719,-19,-19,298,-43,-44,-44,-44,-44,-44,-44,-45,-18,74,2342,2477,2397,1139,1392,1392,1392,1392,1392,1395,1395,1398,1395,1392,1,0,2047,2047,1,1258,1306,1323,1341,1350,1353,1349,1218,1175,1176,-11,-11,988,538,-11,1007,1055,1038,1025,1025,1027,1054,1052,1015,1015,0,0,0,0,0,45,-94,-96,-97,-98,-99,-93,-89,-90,0
357,B#3304,W#25,0,normal,-6,-6,605,603,-6,553,551,551,551,552,552,550,551,550,20,-18,-18,595,-18,-18,123,-44,-44,-44,-44,-44,-45,-44,-46,-18,32,2358,2477,2397,1206,1392,1392,1392,1392,1392,1392,1395,1392,1392,1389,1,1,2047,2047,1,1269,1307,1325,1339,1352,1354,1350,1198,1174,178,-11,-11,985,535,-11,1025,1056,1040,1027,1027,1028,1050,1041,1015,140,0,0,-1,-1,0,8,-94,-96,-97,-99,-100,-92,-90,-91,0
358,B#3305,W#01,1,Oxide dummy,-5,583,602,602,-4,548,550,551,551,551,551,551,552,551,-3,-15,1361,-43,-14,-14,59,-41,-41,-41,-41,-41,-42,-41,-42,-16,2224,2413,2403,2403,1354,1392,1389,1392,1389,1392,1392,1392,1392,1392,1370,1,2047,2047,2047,0,1180,1189,1192,1194,1194,1194,1196,1197,1194,20,-11,1130,1079,839,-11,994,1001,1003,1004,1003,1002,1004,1004,1001,5,0,0,-59,0,0,-1,-100,-104,-102,-100,-99,-98,-97,-98,0
